"","Var2","Var1","pval","qval","rho","n","treatment","Var1ASV","PhylumVar1","FamilyVar1","Var2ASV","PhylumVar2","FamilyVar2"
"60","ASV10","ASV34",0,0,0.71572130853358,57,"SCFP","0a655a50de8390eff9a92f2f49079d6e","Firmicutes","Ruminococcaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"63","ASV10","ASV236",0,0,0.700437054749832,47,"SCFP","5cdb890b367626621d79691edc9105d4","Firmicutes","Lachnospiraceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"65","ASV10","ASV51",0,0,-0.743724545184044,26,"SCFP","09532dd01a30cc775f5c1a67b7127b30","Bacteroidetes","Rikenellaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"66","ASV10","ASV60",0,0,-0.730722170091283,31,"SCFP","11090736ffa8fedc5f8b2d6c439d1812","Firmicutes","Lachnospiraceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"67","ASV10","ASV342",0,0,0.700900384323473,53,"SCFP","eec8a028045d7ce281a824f4d07de1a1","Firmicutes","Ruminococcaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"69","ASV10","ASV823",0,0,0.72497277599413,30,"SCFP","d5d2fe3b2a816826f406bd7a1df3cbd9","Firmicutes","Ruminococcaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"70","ASV10","ASV27",0,0,0.798797252778661,55,"SCFP","32ef2c891d8942b56171c062f6213dad","Firmicutes","Ruminococcaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"71","ASV10","ASV116",0,0,0.720309653296988,54,"SCFP","42543150b5a8d320b29d9bac3a74538d","Firmicutes","Lachnospiraceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"74","ASV10","ASV31",0,0,0.716542345045503,56,"SCFP","a9f80dc5b97921074d4d246ae398bde3","Firmicutes","Lactobacillaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"75","ASV10","ASV28",0,0,0.749052496964741,54,"SCFP","ffd9a2cc9e7f9a800e0eebdf1cc469cf","Firmicutes","Lactobacillaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"78","ASV10","ASV54",0,0,-0.756061448227045,26,"SCFP","7354980b468b4c6546d3c7ad2f204675","Firmicutes","Ruminococcaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"80","ASV10","ASV258",0,0,0.782191511232721,50,"SCFP","a3e7ffdb3cd725e3d9af1befe8027bdf","Firmicutes","Lachnospiraceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"81","ASV10","ASV100",0,0,0.908108895985698,56,"SCFP","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"82","ASV10","ASV65",0,0,-0.774935821975921,35,"SCFP","028e626cb7b019d7d766932a22d8e47d","Spirochaetes","Spirochaetaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"83","ASV10","ASV85",0,0,-0.702796399363171,52,"SCFP","1b7966c00916f61abe6acbd9e867229e","Bacteroidetes","Prevotellaceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"86","ASV10","ASV57",0,0,0.744417675357076,36,"SCFP","8d2cc47324312aebc17be24aa6056a66","Firmicutes","Lachnospiraceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"87","ASV10","ASV32",0,0,0.800818095470205,55,"SCFP","de465877dc651a154f71a1a2fc396e69","Firmicutes","Lachnospiraceae","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae"
"88","ASV100","ASV371",0,0,0.706811748640716,47,"SCFP","4098f6ec446ea549b395f585a2f63140","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"90","ASV100","ASV296",0,0,0.72810098215007,38,"SCFP","a6b307b57a18ca60326fe3df9fd57698","Firmicutes"," o__Clostridiales","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"92","ASV100","ASV65",0,0,-0.716839343100143,32,"SCFP","028e626cb7b019d7d766932a22d8e47d","Spirochaetes","Spirochaetaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"96","ASV100","ASV258",0,0,0.813615686291964,50,"SCFP","a3e7ffdb3cd725e3d9af1befe8027bdf","Firmicutes","Lachnospiraceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"97","ASV100","ASV187",0,0,0.747994360305461,45,"SCFP","23635c9f72be1fd6bdfa8dfc07b62a94","Firmicutes","Lactobacillaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"100","ASV100","ASV28",0,0,0.734354774832681,52,"SCFP","ffd9a2cc9e7f9a800e0eebdf1cc469cf","Firmicutes","Lactobacillaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"101","ASV100","ASV85",0,0,-0.707719902438341,49,"SCFP","1b7966c00916f61abe6acbd9e867229e","Bacteroidetes","Prevotellaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"105","ASV100","ASV1",0,0,-0.717810970729404,39,"SCFP","2e58ed208e328a041a05626fd1502922","Bacteroidetes","Prevotellaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"106","ASV100","ASV106",0,0,0.810442607053412,52,"SCFP","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"107","ASV100","ASV349",0,0,0.840410075870093,52,"SCFP","90794626d4647503068193fb13530e09","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"110","ASV100","ASV20",0,0,0.879901894818573,53,"SCFP","badbfd2b58467ef60bc1d748035097b8","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"111","ASV100","ASV79",0,0,0.720460262792069,53,"SCFP","61dc3200b9d0a4f3f137756143c29d38","Firmicutes","Lachnospiraceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"112","ASV100","ASV167",0,0,0.780297687451209,46,"SCFP","4b0fe6b1ec7caf6b644dd5ff08a03fbb","Firmicutes","Lachnospiraceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"114","ASV100","ASV10",0,0,0.908108895985698,56,"SCFP","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"117","ASV100","ASV34",0,0,0.741242818931484,54,"SCFP","0a655a50de8390eff9a92f2f49079d6e","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"119","ASV100","ASV27",0,0,0.828189112091893,55,"SCFP","32ef2c891d8942b56171c062f6213dad","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"120","ASV100","ASV321",0,0,0.72246288112878,47,"SCFP","d24f9468476d0f489996f96247a7ada2","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"122","ASV100","ASV32",0,0,0.819110189003453,55,"SCFP","de465877dc651a154f71a1a2fc396e69","Firmicutes","Lachnospiraceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"124","ASV100","ASV675",0,0,0.700284468845661,41,"SCFP","07978046c33a0a012d6e83d930dcd49f","Firmicutes","Erysipelotrichaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"125","ASV100","ASV42",0,0,0.870011317059428,53,"SCFP","a4adc2874da0a0f68b5b3f1c2737e835","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"126","ASV100","ASV342",0,0,0.765199906331865,55,"SCFP","eec8a028045d7ce281a824f4d07de1a1","Firmicutes","Ruminococcaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"127","ASV100","ASV31",0,0,0.717583629347371,53,"SCFP","a9f80dc5b97921074d4d246ae398bde3","Firmicutes","Lactobacillaceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"129","ASV100","ASV60",0,0,-0.754702673881007,28,"SCFP","11090736ffa8fedc5f8b2d6c439d1812","Firmicutes","Lachnospiraceae","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae"
"135","ASV101","ASV331",0,0,0.717394640395434,49,"SCFP","a90b8a5f62c5b6fed0f6a778d2d2c0fc","Firmicutes","Lachnospiraceae","161a7d2fd8967ce309e80c8ba2b50465","Firmicutes","Lachnospiraceae"
"136","ASV1029","ASV114",0,0,0.700320470755705,25,"SCFP","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7","95717c807e172bcc9248c22ff35dc186","Firmicutes"," o__Clostridiales"
"137","ASV105","ASV62",0,0,0.923694469558048,48,"SCFP","0095a30bc8902882a96c904c598be3dc","Bacteroidetes","Paraprevotellaceae","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"138","ASV105","ASV114",0,0,0.730597269546334,40,"SCFP","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"139","ASV105","ASV91",0,0,0.71957226833071,41,"SCFP","44daa55f2a250900410552f921fd0a85","Firmicutes"," o__Clostridiales","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"140","ASV105","ASV97",0,0,0.923117691879934,46,"SCFP","a01df12ff649c57e98e202f2e9b3a6b8","Bacteroidetes","Paraprevotellaceae","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"142","ASV105","ASV33",0,0,0.923314528861695,48,"SCFP","6147ab4145c405d9965be8701f6c7255","Bacteroidetes","Paraprevotellaceae","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"143","ASV105","ASV13",0,0,0.743987662687546,44,"SCFP","c0a4573d567ff3145a43d284b8c43627","Firmicutes","Ruminococcaceae","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"146","ASV105","ASV311",0,0,0.738939059109046,41,"SCFP","9ea142f1050040bc89bc20c65f0a366c","Firmicutes","Ruminococcaceae","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae"
"147","ASV1056","ASV436",0,0,0.7064035693624,25,"SCFP","05c125d916a6ed86253d18505070b6b4","Firmicutes"," o__Clostridiales","3d29f11ac510920d46d2371e949b437c","Firmicutes","Lachnospiraceae"
"150","ASV106","ASV79",0,0,0.768434089348385,50,"SCFP","61dc3200b9d0a4f3f137756143c29d38","Firmicutes","Lachnospiraceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"151","ASV106","ASV42",0,0,0.852890063126455,52,"SCFP","a4adc2874da0a0f68b5b3f1c2737e835","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"155","ASV106","ASV100",0,0,0.810442607053412,52,"SCFP","921d37d118d20869acb71faf26ee8b7b","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"158","ASV106","ASV167",0,0,0.775572983591747,44,"SCFP","4b0fe6b1ec7caf6b644dd5ff08a03fbb","Firmicutes","Lachnospiraceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"159","ASV106","ASV10",0,0,0.827071808980302,52,"SCFP","0eb0daf4087d74b006f50a5a06899085","Actinobacteria","Coriobacteriaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"160","ASV106","ASV360",0,0,0.723025751454055,47,"SCFP","c573835fb735ceb9b144d388285b690b","Firmicutes","Lachnospiraceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"161","ASV106","ASV342",0,0,0.704968936512543,50,"SCFP","eec8a028045d7ce281a824f4d07de1a1","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"167","ASV106","ASV349",0,0,0.724956409999713,48,"SCFP","90794626d4647503068193fb13530e09","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"170","ASV106","ASV371",0,0,0.754636489803523,46,"SCFP","4098f6ec446ea549b395f585a2f63140","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"172","ASV106","ASV27",0,0,0.769608383178506,51,"SCFP","32ef2c891d8942b56171c062f6213dad","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"173","ASV106","ASV258",0,0,0.714101175772256,47,"SCFP","a3e7ffdb3cd725e3d9af1befe8027bdf","Firmicutes","Lachnospiraceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"174","ASV106","ASV32",0,0,0.800132060739515,52,"SCFP","de465877dc651a154f71a1a2fc396e69","Firmicutes","Lachnospiraceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"175","ASV106","ASV116",0,0,0.742563773902017,50,"SCFP","42543150b5a8d320b29d9bac3a74538d","Firmicutes","Lachnospiraceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"177","ASV106","ASV20",0,0,0.754785678826127,49,"SCFP","badbfd2b58467ef60bc1d748035097b8","Firmicutes","Ruminococcaceae","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae"
"179","ASV107","ASV138",0,0,0.814497383756007,45,"SCFP","afb60c2345950cf814db46d2cc621508","Bacteroidetes","Prevotellaceae","94b871bb353c6998320a525afbd8121d","Bacteroidetes","Prevotellaceae"
"181","ASV107","ASV128",0,0,0.744595704277111,31,"SCFP","a76218164da97820e49b4d41bd74dcbf","Bacteroidetes","Prevotellaceae","94b871bb353c6998320a525afbd8121d","Bacteroidetes","Prevotellaceae"
"221","ASV110","ASV178",0,0,0.799239286805239,42,"SCFP","81aeb9f99aec449d640b323b2b582ae6","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"222","ASV110","ASV13",0,0,0.810661555127337,49,"SCFP","c0a4573d567ff3145a43d284b8c43627","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"224","ASV110","ASV311",0,0,0.705378597644327,45,"SCFP","9ea142f1050040bc89bc20c65f0a366c","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"225","ASV110","ASV51",0,0,0.745717669939101,52,"SCFP","09532dd01a30cc775f5c1a67b7127b30","Bacteroidetes","Rikenellaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"226","ASV110","ASV150",0,0,0.764965841028708,35,"SCFP","44b9a3e35065458d6679da83aeab719b","Firmicutes"," o__Clostridiales","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"227","ASV110","ASV308",0,0,0.808795096180099,47,"SCFP","4ec5655c0f1b9e4cda53f357f54f4722","Firmicutes","Lachnospiraceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"229","ASV110","ASV290",0,0,0.78790195195012,45,"SCFP","9440d6162a73fd6b36f9934936d3baba","Firmicutes"," o__Clostridiales","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"230","ASV110","ASV70",0,0,0.786859557616687,46,"SCFP","bc212a9688de7d64cbe1c161c78fde4c","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"231","ASV110","ASV63",0,0,0.814507335753766,51,"SCFP","58975903ce9f4b74b444a9cc65c2470d","Actinobacteria","Coriobacteriaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"232","ASV110","ASV314",0,0,0.74814927328375,48,"SCFP","477d05a2e1dd6ea7f2c902e660c4faa5","Firmicutes","Mogibacteriaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"233","ASV110","ASV44",0,0,0.753411745593522,51,"SCFP","b485c89d6bfe5add847faa82e7c79a8d","Bacteroidetes","S24-7","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"234","ASV110","ASV470",0,0,0.706514266812469,39,"SCFP","e7ee632cb0f822911c2abe318f327fda","Actinobacteria","Coriobacteriaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"236","ASV110","ASV212",0,0,0.712341471753564,45,"SCFP","63d6a5da17aaed7e5e7001a1f4d5410a","Bacteroidetes"," o__Bacteroidales","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"237","ASV110","ASV207",0,0,0.815569061910993,41,"SCFP","53eeb884f5e2d2fdbab352fd68c346d9","Bacteroidetes","S24-7","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"238","ASV110","ASV423",0,0,0.701084681897059,35,"SCFP","c960725cf66ac928abc0c7be4c2b3b62","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"239","ASV110","ASV170",0,0,0.709154360524598,40,"SCFP","98a7a33507e9c4103aae20df8d1b8f8f","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"240","ASV110","ASV73",0,0,0.782135480621409,46,"SCFP","7aab75ed5457c43539616871b031a845","Bacteroidetes","S24-7","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"241","ASV110","ASV89",0,0,0.824180159830527,53,"SCFP","3ed8119a771c52c14ae6d180db4c9097","Firmicutes","Ruminococcaceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"245","ASV110","ASV288",0,0,0.745929203297472,44,"SCFP","0cb0398a4a4390c9e8a4ba40177b19fd","Firmicutes","Lachnospiraceae","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"246","ASV110","ASV146",0,0,0.761300612934495,49,"SCFP","2cef5f3a31ede1c988a2c0024555d514","Firmicutes"," o__Clostridiales","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"248","ASV110","ASV91",0,0,0.811747902004494,47,"SCFP","44daa55f2a250900410552f921fd0a85","Firmicutes"," o__Clostridiales","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"249","ASV110","ASV158",0,0,0.713393993827563,32,"SCFP","04f2c61f429661853bd9b77629b49225","Bacteroidetes","S24-7","0ce8b55560130da14065dbac4663b005","Firmicutes"," o__Clostridiales"
"253","ASV114","ASV105",0,0,0.730597269546334,40,"SCFP","15b1a6ab5fddc23f12731366dc06f48c","Bacteroidetes","Paraprevotellaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"254","ASV114","ASV151",0,0,0.710934766344301,33,"SCFP","f885585d26e8334c2236e4dac11c1ff0","Firmicutes"," o__Clostridiales","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"255","ASV114","ASV327",0,0,0.760946254272207,35,"SCFP","4d51270f528334f614a88b22fe2a696f","Firmicutes"," o__Clostridiales","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"256","ASV114","ASV162",0,0,0.733937500741371,32,"SCFP","c4595453a1a8dbe455720c47a37f5a72","Bacteroidetes","Porphyromonadaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"257","ASV114","ASV21",0,0,0.766391826893467,43,"SCFP","aae27ae0922499a5308913b0474d7669","Bacteroidetes","Prevotellaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"258","ASV114","ASV62",0,0,0.787379405551125,44,"SCFP","0095a30bc8902882a96c904c598be3dc","Bacteroidetes","Paraprevotellaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"259","ASV114","ASV216",0,0,0.707307456965942,36,"SCFP","5dfa408aa788bc3f552d2d2ccf5278d8","Firmicutes","Lachnospiraceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"260","ASV114","ASV311",0,0,0.769535289287951,40,"SCFP","9ea142f1050040bc89bc20c65f0a366c","Firmicutes","Ruminococcaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"261","ASV114","ASV1029",0,0,0.700320470755705,25,"SCFP","95717c807e172bcc9248c22ff35dc186","Firmicutes"," o__Clostridiales","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"262","ASV114","ASV97",0,0,0.791998019261488,43,"SCFP","a01df12ff649c57e98e202f2e9b3a6b8","Bacteroidetes","Paraprevotellaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"264","ASV114","ASV65",0,0,0.702742425741208,46,"SCFP","028e626cb7b019d7d766932a22d8e47d","Spirochaetes","Spirochaetaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"265","ASV114","ASV33",0,0,0.771169505527363,43,"SCFP","6147ab4145c405d9965be8701f6c7255","Bacteroidetes","Paraprevotellaceae","08bb8a3f5526891084c1dabd0db45b5e","Bacteroidetes","S24-7"
"272","ASV116","ASV23",0,0,0.71987887201942,66,"SCFP","29a02d7706085b2043d6ef307ed0fe6a","Firmicutes","Lachnospiraceae","42543150b5a8d320b29d9bac3a74538d","Firmicutes","Lachnospiraceae"
"273","ASV116","ASV342",0,0,0.706746918717577,55,"SCFP","eec8a028045d7ce281a824f4d07de1a1","Firmicutes","Ruminococcaceae","42543150b5a8d320b29d9bac3a74538d","Firmicutes","Lachnospiraceae"
"275","ASV116","ASV106",0,0,0.742563773902017,50,"SCFP","ab974875ade7d272f72fc67f5098e33f","Firmicutes","Lachnospiraceae","42543150b5a8d320b29d9bac3a74538d","Firmicutes","Lachnospiraceae"
"276","ASV116","ASV32",0,0,0.761360440014628,57,"SCFP","de465877dc651a154f71a1a2fc396e69","Firmicutes","Lachnospiraceae","42543150b5a8d320b29d9bac3a74538d","Firmicutes","Lachnospiraceae"
